time,wavelength,power,f1,f2,f3,f4,f5,f6,f7,f8,clear,nir,ratio,I_dut,P_dut,cycle,PAR
2025-03-06 11:15:12.849203,390,3.83118e-05,6.423049008309485e-05,5.9472676002865606e-06,7.136721120343873e-06,7.136721120343873e-06,7.136721120343873e-06,7.136721120343873e-06,7.136721120343873e-06,5.9472676002865606e-06,0.0005554747938667648,7.136721120343873e-06,0.7961683497157319,1.0,3.0502642580639178e-05,1,0.0
2025-03-06 11:48:16.262152,390,1.17957e-06,0.0020089061939741176,0.0001931640571128959,0.0002317968685354751,0.0001931640571128959,0.0002317968685354751,0.0002317968685354751,0.0002317968685354751,0.0002317968685354751,0.017848358877231584,0.0002317968685354751,0.7961683497157319,1.0,9.391363002741858e-07,4,0.0
2025-03-06 11:37:15.155876,390,1.17968e-06,0.0020473480813405173,0.00019314604540948276,0.00019314604540948276,0.00023177525449137931,0.00023177525449137931,0.00023177525449137931,0.00023177525449137931,0.00023177525449137931,0.017923953014000002,0.00023177525449137931,0.7961683497157319,1.0,9.392238787926547e-07,3,0.0
2025-03-06 11:59:18.805593,390,1.18067e-06,0.0020456313657463824,0.00023158090932977917,0.00023158090932977917,0.00023158090932977917,0.00023158090932977917,0.00023158090932977917,0.00023158090932977917,0.00023158090932977917,0.017986117291279517,0.00023158090932977917,0.7961683497157319,1.0,9.400120854588732e-07,5,0.0
2025-03-06 11:26:14.131220,390,1.18177e-06,0.0020437272773854314,0.00023136535215684132,0.00023136535215684132,0.0001928044601307011,0.0001928044601307011,0.00023136535215684132,0.00023136535215684132,0.00023136535215684132,0.017930814792155202,0.00023136535215684132,0.7961683497157319,1.0,9.408878706435606e-07,2,0.0
2025-03-06 11:49:31.677811,393,2.84763e-07,0.021156978406748267,0.0009198686263803594,0.0009198686263803594,0.0007665571886502994,0.0009198686263803594,0.0009198686263803594,0.0009198686263803594,0.0009198686263803594,0.08800076525705437,0.0009198686263803594,0.8310493721634306,1.0,2.3665211236537497e-07,4,0.0
2025-03-06 11:27:29.483490,393,2.84889e-07,0.020994377519309385,0.0007662181576390286,0.0009194617891668344,0.0007662181576390286,0.0009194617891668344,0.0009194617891668344,0.0009194617891668344,0.0007662181576390286,0.08826833176001611,0.0009194617891668344,0.8310493721634306,1.0,2.3675682458626756e-07,2,0.0
2025-03-06 12:00:33.958600,393,2.84914e-07,0.021145765536410486,0.0007661509252322639,0.0009193811102787168,0.0009193811102787168,0.0009193811102787168,0.0009193811102787168,0.0009193811102787168,0.0009193811102787168,0.08810735640171034,0.0009193811102787168,0.8310493721634306,1.0,2.3677760082057165e-07,5,0.0
2025-03-06 11:38:30.452111,393,2.84838e-07,0.02084486547495842,0.0009196264180128714,0.0009196264180128714,0.0007663553483440595,0.0009196264180128714,0.0009196264180128714,0.0007663553483440595,0.0009196264180128714,0.08828413612923566,0.0007663553483440595,0.8310493721634306,1.0,2.3671444106828724e-07,3,0.0
2025-03-06 11:16:28.202562,393,2.84838e-07,0.020998136544627233,0.0009196264180128714,0.0009196264180128714,0.0007663553483440595,0.0009196264180128714,0.0009196264180128714,0.0007663553483440595,0.0009196264180128714,0.08797759398989803,0.0009196264180128714,0.8310493721634306,1.0,2.3671444106828724e-07,1,0.0
2025-03-06 11:17:42.869469,396,2.92683e-07,0.040620456235864466,0.0008233876264026582,0.0008233876264026582,0.0008233876264026582,0.0008233876264026582,0.0008233876264026582,0.0008233876264026582,0.0008233876264026582,0.09674804610231234,0.0008233876264026582,0.9033048831121046,1.0,2.6438198310390006e-07,1,0.0
2025-03-06 11:39:45.653581,396,2.92808e-07,0.040465942639449005,0.0008230361214803188,0.0008230361214803188,0.0008230361214803188,0.0008230361214803188,0.0008230361214803188,0.0008230361214803188,0.0008230361214803188,0.09725543502159101,0.0008230361214803188,0.9033048831121046,1.0,2.644948962142891e-07,3,0.0
2025-03-06 11:50:47.084708,396,2.9233e-07,0.040669507038215424,0.0008243818994232857,0.0008243818994232857,0.0008243818994232857,0.0008243818994232857,0.0008243818994232857,0.0008243818994232857,0.0008243818994232857,0.0971396671487105,0.0008243818994232857,0.9033048831121046,1.0,2.6406311648016156e-07,4,0.0
2025-03-06 11:28:44.605678,396,2.92532e-07,0.040504121711032584,0.0008238126449701543,0.0008238126449701543,0.0008238126449701543,0.0008238126449701543,0.0008238126449701543,0.0006865105374751285,0.0006865105374751285,0.09748449632146824,0.0008238126449701543,0.9033048831121046,1.0,2.642455840665502e-07,2,0.0
2025-03-06 12:01:49.230888,396,2.92708e-07,0.04075420641933687,0.0008233173014007448,0.0008233173014007448,0.0008233173014007448,0.0008233173014007448,0.0008233173014007448,0.0008233173014007448,0.0008233173014007448,0.09715144156528788,0.0008233173014007448,0.9033048831121046,1.0,2.6440456572597786e-07,5,0.0
2025-03-06 11:52:02.277593,399,2.95511e-07,0.06696742475064212,0.0007305537245524596,0.000608794770460383,0.000608794770460383,0.0007305537245524596,0.0007305537245524596,0.0007305537245524596,0.0007305537245524596,0.10373862888644925,0.000608794770460383,1.008347860961702,1.0,2.979778847406535e-07,4,0.0
2025-03-06 11:41:00.835756,399,2.95411e-07,0.06711189416023677,0.0007308010253383316,0.0007308010253383316,0.0006090008544486097,0.0007308010253383316,0.0007308010253383316,0.0006090008544486097,0.0007308010253383316,0.10353014525626364,0.0007308010253383316,1.008347860961702,1.0,2.978770499545574e-07,3,0.0
2025-03-06 11:29:59.979242,399,2.95511e-07,0.06696742475064212,0.0007305537245524596,0.0007305537245524596,0.0007305537245524596,0.0008523126786445361,0.0007305537245524596,0.0007305537245524596,0.0007305537245524596,0.10349511097826511,0.0007305537245524596,1.008347860961702,1.0,2.979778847406535e-07,2,0.0
2025-03-06 11:18:58.126613,399,2.95586e-07,0.06670697676791729,0.0007303683587728169,0.0007303683587728169,0.0006086402989773475,0.0007303683587728169,0.0008520964185682864,0.0006086402989773475,0.0006086402989773475,0.10383403500553548,0.0006086402989773475,1.008347860961702,1.0,2.9805351083022567e-07,1,0.0
