wavelength,power,f1,f2,f3,f4,f5,f6,f7,f8,clear,nir,ratio,I_dut,P_dut,cycle,PAR
390,8.618864e-06,0.0028113002686959137,0.00017675284174756923,0.00016151638154442396,0.0001689142963296897,0.0001536454991451064,0.00016124896765294558,0.00017675284174756923,0.00018413670827011622,0.009841372906483953,0.0001536454991451064,0.7961683497157319,1.0,6.862066727304331e-06,3.0,0.0
393,2.888306e-07,0.03630833269628193,0.0008766620929755331,0.0008464041122276158,0.0008164218282930734,0.000755786491392213,0.0007860681880873354,0.0008467035249881958,0.0008467645593988656,0.07675509184020375,0.0008164218282930734,0.8310493721634306,1.0,2.4003248879158695e-07,3.0,0.0
396,2.969268e-07,0.06863856820799644,0.0007572604819694686,0.0007573480254683448,0.0018659512041901787,0.0007034623829664276,0.001892767390784786,0.0012171680069667117,0.0007576457021984306,0.09961280940921094,0.0007035499264653038,0.9033048831121044,1.0,2.6821542836685123e-07,3.0,0.0
399,2.996598e-07,0.10778133460819342,0.00072045669833259,0.0006723368139694532,0.0029772390535841636,0.0018489774765519822,0.0027136278716090143,0.002785887293486166,0.0007436411805570984,0.11803208738826543,0.0006483054632550443,1.008347860961702,1.0,3.0216131834621145e-07,3.0,0.0
402,4.113586e-07,0.0925365021013218,0.0007239578520335157,0.0004605249486698272,0.0021878750394867053,0.0014156144389807287,0.0018595246716234227,0.0022377798816882897,0.0004442519111623148,0.08388004442709421,0.0004606517681296523,1.0721133015810858,1.0,4.4102302677977316e-07,3.0,3.358168351966427
405,4.3672e-07,0.11457821320175629,0.002175576764403639,0.0004168256349252332,0.0021139657261237442,0.0019129746216871954,0.0025930116528412477,0.0028865108427377295,0.000431994511122161,0.0916263613788186,0.0004164938032976613,1.0765988100637658,1.0,4.701722323310478e-07,3.0,3.383229309816923
408,4.780804e-07,0.13044412823350593,0.004016836418209121,0.0004229323066661397,0.002355662665809173,0.0022351764605173293,0.0034426743135723046,0.0032315671030832905,0.0006342904489693562,0.09817294039356433,0.00040765760708277594,1.0050775584213087,1.0,4.805078811610826e-07,3.0,3.4082902676674185
411,5.267378e-07,0.1387153752271681,0.007324303397276943,0.0005359785779471234,0.0023074128458016466,0.002589990504659187,0.004494741518164318,0.0036166353318589487,0.0009819996157252216,0.10315466627159298,0.0003721413263738741,0.9254745488750389,1.0,4.874824278304305e-07,3.0,3.433351225517914
414,5.670024000000001e-07,0.14023129433955295,0.013190624499437583,0.0006193077914263514,0.0024477778200855966,0.003138747231622281,0.005053981556706817,0.004205089020810543,0.0018138210502741,0.10777240786897091,0.0003742848614431371,0.888702278223182,1.0,5.03896324638012e-07,3.0,3.45841218336841
417,5.872508e-07,0.1360604086209583,0.022489316984540698,0.0008588301981358118,0.0026309917092063847,0.0029405652986252253,0.004671927277583128,0.004779583426207241,0.0025243672150772555,0.11230894602937821,0.00034909591954723144,0.9203293447010733,1.0,5.404641439391809e-07,3.0,3.483473141218906
