index,time,wavelength,power,f1,f2,f3,f4,f5,f6,f7,f8,clear,nir,ratio,I_dut,P_dut,cycle,PAR
0,2025-02-03 11:47:33.174625,390,1.48495e-06,1.1790679920093999e-05,1.1790679920093999e-05,1.1790679920093999e-05,1.1790679920093999e-05,1.1790679920093999e-05,1.1790679920093999e-05,1.1790679920093999e-05,8.8430099400705e-06,1.1790679920093999e-05,1.1790679920093999e-05,0.7752099910635942,0.09352443834813665,1.1511480762298843e-06,1,0.0
1,2025-02-03 11:47:37.236389,405,3.1162e-07,0.004353691503426554,4.126721804195785e-05,3.095041353146839e-05,4.126721804195785e-05,3.095041353146839e-05,4.126721804195785e-05,4.126721804195785e-05,4.126721804195785e-05,0.00308472454863635,3.095041353146839e-05,1.0554545245071771,0.09352443834813665,3.2890073892692654e-07,1,0.31641462100358164
2,2025-02-03 11:47:40.730326,420,4.54563e-07,0.005635812278576919,4.199562055571474e-05,2.519737233342884e-05,3.359649644457179e-05,2.519737233342884e-05,3.359649644457179e-05,4.199562055571474e-05,3.359649644457179e-05,0.004779101619240338,3.359649644457179e-05,0.888754820206089,0.09352443834813665,4.0399505733734043e-07,1,0.3281336810407514
3,2025-02-03 11:47:44.264154,435,6.22241e-07,2.737298015534187e-05,0.011681419281292144,2.737298015534187e-05,2.737298015534187e-05,2.737298015534187e-05,2.0529735116506404e-05,2.737298015534187e-05,2.737298015534187e-05,0.006507926031932529,2.737298015534187e-05,0.7968734099329555,0.09352443834813665,4.958473074700922e-07,1,0.33985274107792107
4,2025-02-03 11:47:47.789959,450,7.79931e-07,1.938435528087439e-05,0.013035978926388027,0.00214197125853662,1.938435528087439e-05,1.4538266460655793e-05,1.938435528087439e-05,1.938435528087439e-05,1.938435528087439e-05,0.006430759864430079,1.4538266460655793e-05,0.8977646445372287,0.09352443834813665,7.001944769785654e-07,1,0.35157180111509084
5,2025-02-03 11:47:51.334688,465,8.881e-07,1.8685344373844262e-05,0.004325657222544946,0.015560220527318806,1.8685344373844262e-05,1.4014008280383196e-05,1.8685344373844262e-05,1.4014008280383196e-05,1.8685344373844262e-05,0.00868401379774412,1.4014008280383196e-05,0.8179129141981855,0.09352443834813665,7.263884590994085e-07,1,0.36329086115226045
6,2025-02-03 11:47:54.851538,480,1.02392e-06,1.56856648307652e-05,1.56856648307652e-05,0.017936557733980008,0.000678405003930595,1.56856648307652e-05,1.56856648307652e-05,1.9607081038456504e-05,1.56856648307652e-05,0.00895651461836693,1.56856648307652e-05,0.8450863461311687,0.09352443834813665,8.653008115306263e-07,1,0.3750099211894302
7,2025-02-03 11:47:58.386385,495,1.08538e-06,1.262135316719105e-05,1.262135316719105e-05,0.009481791566852275,0.00841528722422463,1.262135316719105e-05,1.262135316719105e-05,1.577669145898881e-05,1.262135316719105e-05,0.009986645693539917,1.577669145898881e-05,0.9907915817298898,0.09352443834813665,1.0753853669779878e-06,1,0.3867289812265998
8,2025-02-03 11:48:01.909173,510,1.31529e-06,1.2086107215563983e-05,1.2086107215563983e-05,0.0013052995792809101,0.023389638988920197,0.0005529394051120522,1.2086107215563983e-05,1.5107634019454977e-05,1.5107634019454977e-05,0.01089260412802704,1.2086107215563983e-05,0.8538116593234863,0.09352443834813665,1.1230099373915884e-06,1,0.39844804126376954
9,2025-02-03 11:48:05.447936,525,1.40053e-06,1.2928073413219567e-05,1.0342458730575653e-05,1.0342458730575653e-05,0.022463820362810322,0.005952084999446287,1.0342458730575653e-05,8.273966984460522e-05,1.2928073413219567e-05,0.011149170511560556,1.0342458730575653e-05,0.9370307199587392,0.09352443834813665,1.312339634223813e-06,1,0.41016710130093925
