index,time,wavelength,power,f1,f2,f3,f4,f5,f6,f7,f8,clear,nir,ratio,I_dut,P_dut,cycle,PAR
0,2025-02-18 14:32:10.293194,390,6.8873e-07,2.531194011995868e-05,1.898395508996901e-05,1.898395508996901e-05,1.898395508996901e-05,2.531194011995868e-05,2.531194011995868e-05,1.898395508996901e-05,1.898395508996901e-05,0.00017718358083971078,1.898395508996901e-05,0.7752099910635942,0.09312126420220737,5.339103771452292e-07,1,0.0
1,2025-02-18 14:32:14.372280,405,3.43132e-07,0.003554332339988016,2.798686881880327e-05,2.798686881880327e-05,2.798686881880327e-05,2.798686881880327e-05,3.7315825091737694e-05,2.798686881880327e-05,3.7315825091737694e-05,0.0031531872202518354,3.7315825091737694e-05,1.0554545245071771,0.09312126420220737,3.621602219031967e-07,1,0.3150505904161134
2,2025-02-18 14:32:17.927756,420,4.70242e-07,0.006628942812566155,3.233630640276172e-05,2.4252229802071294e-05,2.4252229802071294e-05,3.233630640276172e-05,3.233630640276172e-05,2.4252229802071294e-05,2.4252229802071294e-05,0.005133388641438423,3.233630640276172e-05,0.888754820206089,0.09312126420220737,4.179298441633517e-07,1,0.3267191308018953
3,2025-02-18 14:32:21.454369,435,5.91686e-07,0.0008455419970081765,0.008942681459883087,2.1496830432411264e-05,2.1496830432411264e-05,2.8662440576548352e-05,2.8662440576548352e-05,2.1496830432411264e-05,2.8662440576548352e-05,0.007781852616532879,2.8662440576548352e-05,0.7968734099329555,0.09312126420220737,4.7149884042959074e-07,1,0.3383876711876773
4,2025-02-18 14:32:24.941748,450,7.58986e-07,1.9833416543291577e-05,0.012767761899743954,0.00044625187222406055,1.4875062407468688e-05,1.4875062407468688e-05,1.9833416543291577e-05,1.4875062407468688e-05,1.4875062407468688e-05,0.007606115244352322,1.4875062407468688e-05,0.8977646445372287,0.09312126420220737,6.81390796498733e-07,1,0.3500562115734593
5,2025-02-18 14:32:28.406108,465,8.88761e-07,1.8590956813197462e-05,0.006627676103904896,0.01079669816926443,1.8590956813197462e-05,1.8590956813197462e-05,1.8590956813197462e-05,1.8590956813197462e-05,1.8590956813197462e-05,0.010252912682478403,1.8590956813197462e-05,0.8179129141981855,0.09312126420220737,7.269290995356935e-07,1,0.3617247519592413
6,2025-02-18 14:32:31.947012,480,1.03587e-06,1.5437872713359303e-05,1.5437872713359303e-05,0.017487250316057756,0.00046313618140077917,1.5437872713359303e-05,1.5437872713359303e-05,1.5437872713359303e-05,1.1578404535019478e-05,0.01066371057675294,1.5437872713359303e-05,0.8450863461311687,0.09312126420220737,8.753995933668937e-07,1,0.3733932923450232
7,2025-02-18 14:32:35.474693,495,1.09009e-06,1.2512645274657593e-05,1.2512645274657593e-05,0.01341355573443294,0.007567022229849178,1.2512645274657593e-05,1.2512645274657593e-05,1.2512645274657593e-05,1.2512645274657593e-05,0.012131009593780537,1.5640806593321993e-05,0.9907915817298898,0.09312126420220737,1.0800519953279357e-06,1,0.3850618327308052
8,2025-02-18 14:32:39.008632,510,1.3155e-06,1.5040105265023442e-05,1.2032084212018754e-05,0.002689170821386192,0.022945184592319763,0.00014739303159722975,1.2032084212018754e-05,1.2032084212018754e-05,1.2032084212018754e-05,0.013587231096422177,1.5040105265023442e-05,0.8538116593234863,0.09312126420220737,1.1231892378400463e-06,1,0.3967303731165872
9,2025-02-18 14:32:42.546842,525,1.41556e-06,1.0188533670970076e-05,1.0188533670970076e-05,1.2735667088712597e-05,0.02293693642677138,0.0034106116463572325,1.0188533670970076e-05,1.2735667088712597e-05,1.2735667088712597e-05,0.013930272661633838,0.00012480953746938343,0.9370307199587392,0.09312126420220737,1.326423205944793e-06,1,0.40839891350236923
