wavelength,index,power,f1,f2,f3,f4,f5,f6,f7,f8,clear,nir,ratio,I_dut,P_dut,cycle,PAR
522,672.0,1.408622e-06,1.0781922219179539e-05,8.086441664384656e-06,6.255858387488456e-05,0.022458594241995197,0.002089501792240046,9.705077953662417e-06,8.090862758917741e-06,8.086441664384656e-06,0.012110157369240943,7.548019531626093e-06,0.9009541786233844,0.0945518469582908,1.269103877000829e-06,3.0,0.4123034141276352
525,483.0,1.420394e-06,9.251192943478123e-06,7.710451441872112e-06,9.25748458273722e-06,0.020888687168495394,0.0032322242118003513,8.2217839644601e-06,7.710451441872112e-06,8.226302332282265e-06,0.012075100484807777,7.710451441872112e-06,0.9370307199587392,0.0945518469582908,1.3309528124450734e-06,3.0,0.4146729739789435
528,531.0,1.408938e-06,9.933832524023337e-06,7.4503743930175035e-06,7.4503743930175035e-06,0.01922190577517088,0.004809953361792194,7.945471952004374e-06,7.946320465554014e-06,7.4503743930175035e-06,0.012179826910007496,7.4503743930175035e-06,0.9776218299508279,0.0945518469582908,1.3774085458472599e-06,3.0,0.41704253383025164
531,579.0,1.41328e-06,9.05601241348423e-06,7.151575964878376e-06,7.151575964878376e-06,0.016707570460927208,0.006789706818213112,5.72656172262613e-06,7.626022786205166e-06,7.151575964878376e-06,0.012201982538640146,7.151575964878376e-06,1.0153597118214033,0.0945518469582908,1.4349875735229528e-06,3.0,0.4194120936815599
534,626.0,1.430622e-06,8.74507010885334e-06,6.907470442331938e-06,6.907470442331938e-06,0.013799778518001585,0.009232601641382242,7.386549591322439e-06,8.28808869468158e-06,6.907470442331938e-06,0.012276088929290989,6.907470442331938e-06,1.0385861486993007,0.0945518469582908,1.4858241932244909e-06,3.0,0.4217816535328682
537,673.0,1.445658e-06,8.152648402048046e-06,6.799272685989388e-06,6.799272685989388e-06,0.010603682291063208,0.01233477083788211,7.709334146077524e-06,9.065696914652519e-06,6.799272685989388e-06,0.012504764693620496,6.799272685989388e-06,1.0440641966229691,0.0945518469582908,1.5093597583615685e-06,3.0,0.42415121338417644
540,484.0,1.454378e-06,9.117445021075835e-06,6.838083765806875e-06,6.388804780433965e-06,0.0075573440359778445,0.01623365287740213,8.209612155428421e-06,2.735681809985937e-05,6.838083765806875e-06,0.012905723473074527,6.838083765806875e-06,1.0319115296714385,0.0945518469582908,1.5007894267004874e-06,3.0,0.4265207732354847
543,532.0,1.48239e-06,8.67653672374266e-06,6.850921118843426e-06,6.850921118843426e-06,0.0050984609784323585,0.020491177645036485,8.681391327473746e-06,1.3706233273584311e-05,6.850921118843426e-06,0.013194885092922997,6.850921118843426e-06,1.010526917628208,0.0945518469582908,1.4979949974228791e-06,3.0,0.4288903330867929
546,580.0,1.5285999999999999e-06,9.066554739368051e-06,6.799916054526038e-06,6.799916054526038e-06,0.0035626857298629517,0.024204498621259698,0.00010109779199620527,8.158490886147081e-06,6.799916054526038e-06,0.013338727516925119,7.256504706447172e-06,0.98727516958518,0.0945518469582908,1.5091488242279062e-06,3.0,0.4312598929381012
549,627.0,1.5476339999999999e-06,8.234418621031714e-06,6.862604013671405e-06,6.862604013671405e-06,0.0028392628720512753,0.026818810548155082,0.0004035350425021061,7.775599532161962e-06,6.862604013671405e-06,0.013669782898738454,5.032001601148341e-05,0.9662602950123057,0.0945518469582908,1.4954172854110749e-06,3.0,0.43362945278940945
552,674.0,1.573168e-06,8.235833059261319e-06,6.864780150814384e-06,7.3178314666167874e-06,0.0021417973051474836,0.02756613935492927,0.0008283633161654232,6.864780150814384e-06,7.325105265500203e-06,0.013852185570677883,0.00013776336313351084,0.9502814722898851,0.0945518469582908,1.4949524031993339e-06,3.0,0.4359990126407177
555,485.0,1.59807e-06,8.668369563460487e-06,7.301964056619445e-06,6.845492287833722e-06,0.0014809001130353795,0.027383314810376917,0.0014215663649469984,6.845492287833722e-06,6.845492287833722e-06,0.013983498914704556,0.00015973540276078963,0.9380854018669609,0.0945518469582908,1.4991261381615342e-06,3.0,0.438368572492026
558,533.0,1.620218e-06,8.608898864431413e-06,6.798436703172763e-06,6.798436703172763e-06,0.0009150600739400228,0.026751455453658386,0.0022162793432690046,6.798436703172763e-06,7.251004231733555e-06,0.014103095632801921,9.653915996196366e-05,0.9316583196731616,0.0945518469582908,1.5094895793842104e-06,3.0,0.44073813234333414
561,581.0,1.6181619999999998e-06,8.657837640014509e-06,6.8344508051095016e-06,6.8344508051095016e-06,0.0005563235272057457,0.026164716440684976,0.0033192835330737233,7.286731096765626e-06,7.286731096765626e-06,0.014423497683879233,3.3715734658837086e-05,0.9279350652840515,0.0945518469582908,1.5015492611101713e-06,3.0,0.4431076921946424
564,628.0,1.643532e-06,8.543040270956657e-06,6.74191266265661e-06,7.1966096548424805e-06,0.00027055108643228814,0.024534621643760905,0.004722476351664927,6.74191266265661e-06,6.74191266265661e-06,0.014458691711699315,5.529445511928581e-05,0.9261488992886913,0.0945518469582908,1.5221553527457412e-06,3.0,0.4454772520459507
567,675.0,1.6557640000000002e-06,8.478555824396023e-06,7.594734325565598e-06,6.695598845904012e-06,5.935540399242409e-05,0.022440340698384603,0.006597815955340138,7.137958191248975e-06,7.5869786477605616e-06,0.014565445520280218,0.000128119515986293,0.9256854305742431,0.0945518469582908,1.532716611269331e-06,3.0,0.44784681189725895
570,486.0,1.660072e-06,8.461763072679226e-06,6.680187139614243e-06,7.129240417979759e-06,9.351245054426616e-06,0.019920051730085847,0.00903771058610633,8.468794157075917e-06,8.456844428803554e-06,0.014709608048939804,0.0002227039462562298,0.9254562282764379,0.0945518469582908,1.5363239717873229e-06,3.0,0.4502163717485671
573,534.0,1.674006e-06,8.378108500172405e-06,6.6125504980951606e-06,7.051175995382969e-06,8.376459721572319e-06,0.016819656821044592,0.01199209930928464,0.00013487352560621007,3.0413118715569325e-05,0.014769289869894666,0.00032753888938424815,0.927093632915746,0.0945518469582908,1.5519603040627564e-06,3.0,0.45258593159987537
576,582.0,1.6780159999999999e-06,7.889123548135281e-06,6.579077875395732e-06,7.4553312573287096e-06,8.772103833860977e-06,0.01329765242627454,0.015674418677089373,0.00034516468738030764,9.386752601221507e-05,0.014906417815674877,0.0004903671032937104,0.9295696316542766,0.0945518469582908,1.5598327150299827e-06,3.0,0.45495549145118364
579,629.0,1.688498e-06,8.688516849725267e-06,6.516387637293949e-06,6.952151018960801e-06,8.256964404689273e-06,0.009972700223673841,0.01985714228396865,0.0006268723549992144,0.00013122002469134812,0.014938609362999395,0.0006755436497732053,0.9326931078321564,0.0945518469582908,1.5748504471883808e-06,3.0,0.4573250513024919
582,676.0,1.697808e-06,8.190786796127725e-06,6.461632637654191e-06,8.615510183538922e-06,8.186901669059826e-06,0.007471767012680137,0.02451695175776219,0.000982618832328397,0.00014735249722750096,0.014959000609436224,0.0008262113151637985,0.9354667738782414,0.0945518469582908,1.5882429724246694e-06,3.0,0.4596946111538001
585,487.0,1.7080140000000002e-06,8.558577182743101e-06,6.418932887057326e-06,5.262089615516276e-05,7.2758863308153914e-06,0.00543042713410332,0.028779991111319143,0.00144082264640137,0.00014206988090305142,0.014985635265105324,0.0008763901492629305,0.9360340858221555,0.0945518469582908,1.5987593230614431e-06,3.0,0.4620641710051084
588,535.0,1.723294e-06,8.052575519159864e-06,6.357540818687917e-06,0.00013816673023238775,6.781586505786148e-06,0.004128599826497173,0.031086709920104306,0.0020153285807507585,0.000104680496778248,0.014992396505804672,0.0007565442744369746,0.9366709411517057,0.0945518469582908,1.6141594128610876e-06,3.0,0.46443373085641665
591,583.0,1.7252319999999998e-06,8.036939895599109e-06,6.3471395649820014e-06,0.00021242527212267072,6.3471395649820014e-06,0.003254813003380754,0.031935361325246506,0.0027741245918861323,1.2266608226896688e-05,0.01511674727129792,0.0005327321255571845,0.9371667314966275,0.0945518469582908,1.6168300345133897e-06,3.0,0.4668032907077249
594,630.0,1.7347860000000001e-06,7.993229217188456e-06,6.308083577584103e-06,0.00026788988254878606,6.308083577584103e-06,0.0022721939706866943,0.03188187812220537,0.0037276744926766615,7.145789972077728e-06,0.015142080677065722,0.0004608958657329413,0.9377811396971435,0.0945518469582908,1.6268495922106488e-06,3.0,0.4691728505590332
597,677.0,1.735438e-06,7.97914929775893e-06,6.294158476225074e-06,0.0002975086147195626,7.134865145991579e-06,0.0015059924441213272,0.031236865809899483,0.0049442716276982684,6.294158476225074e-06,0.01522584867672699,0.0005585248137293602,0.9395344500964675,0.0945518469582908,1.6305037870065137e-06,3.0,0.47154241041034145
600,488.0,1.738508e-06,7.5107363776993266e-06,6.265604058861647e-06,0.00020467956515454088,6.686007125978381e-06,0.0007944716819930326,0.0300232373584009,0.006424270992887879,6.686007125978381e-06,0.015287611537365232,0.0006549676157428904,0.9421614890303045,0.0945518469582908,1.6379552859710967e-06,3.0,0.4739119702616496
603,536.0,1.7457819999999998e-06,7.429353796987998e-06,6.193185372594788e-06,5.202320458982642e-05,6.6086365609496105e-06,0.00022750035928329314,0.02821730234000213,0.008179520781149256,6.193185372594788e-06,0.015300430762737151,0.0007027134330580701,0.949158167114831,0.0945518469582908,1.6570232433020637e-06,3.0,0.4762815301129579
606,584.0,1.74099e-06,7.792109965108299e-06,6.556195417149372e-06,8.199107326343854e-06,7.377168024424809e-06,6.149330494757891e-06,0.02601702381025701,0.010291516831140822,6.149330494757891e-06,0.015379067617162826,0.0007625296374462758,0.9585694019956839,0.0945518469582908,1.6688597431804657e-06,3.0,0.47865108996426614
609,631.0,1.7386600000000001e-06,6.892327024979991e-06,6.082969521254215e-06,7.301283164490321e-06,7.706363029970414e-06,5.273267534819298e-06,0.023215902763358803,0.012768188518564438,6.082969521254215e-06,0.015419922749528626,0.0008082243103892205,0.9702931154355199,0.0945518469582908,1.6870098280831206e-06,3.0,0.48102064981557435
612,678.0,1.72103e-06,7.684237569659645e-06,6.066880231106711e-06,6.066880231106711e-06,7.2759959173672004e-06,4.449307341073482e-06,0.020081377638545443,0.015834583959810123,6.876058663976762e-06,0.015540983457583318,0.0007021439297637668,0.9828488692233014,0.0945518469582908,1.6915123893993781e-06,3.0,0.4833902096668826
615,489.0,1.719628e-06,7.196196601575685e-06,5.99898006576625e-06,6.792158614973105e-06,7.998640087688335e-06,4.795994406732464e-06,0.01646786004879399,0.01924572722990945,7.201007396282887e-06,0.015528447819280122,0.0005771240668862821,0.9948096045780934,0.0945518469582908,1.7107024507014176e-06,3.0,0.4857597695181909
618,537.0,1.704944e-06,7.578064326177024e-06,5.981523833103415e-06,7.575358839572273e-06,7.975365110804553e-06,5.1876311650648586e-06,0.013534128864123685,0.023245276928768134,2.3138449321284353e-05,0.01567155267653871,0.0006025486585966795,1.0062965603019782,0.0945518469582908,1.715679282707496e-06,3.0,0.48812932936949915
621,585.0,1.689922e-06,7.979337045519789e-06,5.984502784139841e-06,7.979337045519789e-06,8.78214163145751e-06,4.788236037535014e-06,0.010692251916935508,0.02729273440251951,0.0001560064870030111,0.01585243550149003,0.0006674717201012928,1.0147302375740483,0.0945518469582908,1.714814952541611e-06,3.0,0.4904988892208074
624,632.0,1.69102e-06,7.937414275525562e-06,6.351138131680956e-06,7.937414275525562e-06,2.816523035653599e-05,4.362526255658051e-06,0.007736977918516771,0.030346420565086584,0.00034210041990527686,0.01591215611057222,0.0007449129263571552,1.0194245765728664,0.0945518469582908,1.7238673474762487e-06,3.0,0.4928684490721156
627,679.0,1.675696e-06,8.014652676472707e-06,6.416320957360222e-06,8.014652676472707e-06,6.972058890866424e-05,4.81255742927197e-06,0.005927648208336511,0.03209260168029743,0.0005934823646563542,0.016125957306222218,0.0008643839759168313,1.0188221548860221,0.0945518469582908,1.7072362096538877e-06,3.0,0.49523800892342384
630,490.0,1.668208e-06,7.708684619030119e-06,7.303074285512405e-06,1.783726900910843e-05,9.975730764431314e-05,5.68146614884569e-06,0.004479283814208994,0.03278258603002908,0.0009346820987509391,0.016298216939423786,0.0010145688119223854,1.0113885537213259,0.0945518469582908,1.6872064764263455e-06,3.0,0.4976075687747321
633,538.0,1.6658760000000002e-06,7.799146723944339e-06,6.15681736634286e-06,1.8071634698013487e-05,8.415735813650498e-05,5.74849900138017e-06,0.0031350547326366605,0.03279597179995835,0.0014086670262904262,0.016410314920907037,0.0011328689844064316,1.0005598602952812,0.0945518469582908,1.6668086578292618e-06,3.0,0.4999771286260404
636,586.0,1.6622100000000002e-06,7.516217197627641e-06,8.351853515678885e-06,1.5843838314287133e-05,2.8397250797155795e-05,6.263890136759164e-06,0.0023861417891813492,0.03263489037920954,0.0020941982685521937,0.016591669289916035,0.001174268570323786,0.9856879290139873,0.0945518469582908,1.63842033248634e-06,3.0,0.5023466884773485
