wavelength,index,power,f1,f2,f3,f4,f5,f6,f7,f8,clear,nir,ratio,I_dut,P_dut,cycle,PAR
390,284.0,8.60825e-07,2.1072041904485704e-05,2.1083712134179837e-05,1.8520659270106306e-05,1.7360561327205014e-05,1.608683633357953e-05,2.2361369774933754e-05,2.120127183203246e-05,1.9334080195273844e-05,2.3635094768559235e-05,1.7360561327205014e-05,0.7752099910635942,0.09388027747112035,6.673201405573185e-07,3.0,0.0
395,332.0,8.682743999999999e-07,2.0468868611322457e-05,1.841166015866785e-05,1.7337251240968002e-05,1.8381737658867195e-05,1.8472808015108112e-05,2.0468868611322457e-05,2.0468868611322457e-05,1.7337251240968002e-05,0.0004296207630425335,1.7429972509587433e-05,0.7673142721746704,0.09388027747112035,6.662393392838987e-07,3.0,0.0
400,379.0,3.0793619999999997e-07,0.0014199022137023655,4.3463655775877205e-05,3.8801260308774424e-05,4.350432842909797e-05,3.6641986453645545e-05,4.3429064541220405e-05,3.8801260308774424e-05,3.893416199645527e-05,0.001831565208003968,3.4348420664032935e-05,0.9667206283701457,0.09388027747112035,2.976882767619149e-07,3.0,0.3136972902262121
405,285.0,3.324142e-07,0.0041560976342786176,3.8913376669518254e-05,3.297950655604193e-05,3.308966875587412e-05,2.918503250213869e-05,3.8913376669518254e-05,3.8913376669518254e-05,3.6888085932247635e-05,0.002918537272084047,3.102630785377623e-05,1.0554545245071771,0.09388027747112035,3.508480714004337e-07,3.0,0.3176185063540397
410,333.0,3.817644e-07,0.006431751719659989,3.905691443284815e-05,4.116015010487206e-05,3.697527686093886e-05,3.283821557586345e-05,3.919204710766266e-05,3.914810335617743e-05,3.2951750150563334e-05,0.004017121927145172,2.8766876906630136e-05,0.867717787402379,0.09388027747112035,3.312637604769968e-07,3.0,0.32153972248186735
415,380.0,4.3974279999999993e-07,0.006793223410257636,4.420964138495812e-05,3.425455617831642e-05,3.841436305705374e-05,3.234042938651456e-05,3.841436305705374e-05,4.24283357704513e-05,3.63506658103941e-05,0.004568099936332204,3.0403166907821386e-05,0.7687430652441882,0.09388027747112035,3.3804922799106205e-07,3.0,0.32546093860969505
420,286.0,4.801536e-07,0.00541182014138076,3.836412036297149e-05,2.7124015325402703e-05,3.194994701276089e-05,2.5535773662550296e-05,3.0377153550610924e-05,3.362977183498948e-05,3.0377153550610924e-05,0.004590683406051959,2.5642285081799258e-05,0.888754820206089,0.09388027747112035,4.267388264393064e-07,3.0,0.3293821547375227
425,334.0,4.828329999999999e-07,0.003676157633286264,0.0022490604897477716,2.4277197190423056e-05,2.177110152983352e-05,1.9145047280890873e-05,2.4211019619104754e-05,2.2961487101673313e-05,2.2952872046096365e-05,0.004847748909578983,1.7881533779325645e-05,1.105989105491337,0.09388027747112035,5.340080377716987e-07,3.0,0.33330337086535033
430,381.0,5.159064e-07,0.0016476965008290368,0.0065756022793743655,2.321589119126802e-05,2.458422722248303e-05,2.0709683080258523e-05,2.458422722248303e-05,2.5808345666280526e-05,2.4547040480153752e-05,0.005892015866866537,2.0685153269421656e-05,1.0220796953091742,0.09388027747112035,5.272974561200529e-07,3.0,0.337224586993178
435,287.0,6.105838e-07,2.940776801685426e-05,0.012100580311292417,2.8007399885758236e-05,2.8007399885758236e-05,2.375643042148895e-05,2.5203965221236138e-05,2.799195234043601e-05,2.8007399885758236e-05,0.006723739533222651,2.237419892208577e-05,0.7968734099329555,0.09388027747112035,4.865579947558217e-07,3.0,0.3411458031210056
440,335.0,7.021170000000001e-07,2.7901311829639417e-05,0.01539184699455127,2.7901311829639417e-05,2.3723494479073826e-05,2.2339772682107714e-05,2.65175900326733e-05,2.65175900326733e-05,2.6484800286273552e-05,0.006905771266931202,1.95094723288637e-05,0.6955953895654954,0.09388027747112035,4.88389348135557e-07,3.0,0.3450670192488333
