index,time,wavelength,power,f1,f2,f3,f4,f5,f6,f7,f8,clear,nir,ratio,I_dut,P_dut,cycle,PAR
0,2025-02-03 14:48:08.684128,390,4.27228e-06,2.044966606611016e-06,2.044966606611016e-06,3.0674499099165237e-06,3.0674499099165237e-06,1.022483303305508e-06,2.044966606611016e-06,2.044966606611016e-06,2.044966606611016e-06,9.20234972974957e-05,2.044966606611016e-06,0.7752099910635942,0.09333625096084577,3.3119141406211725e-06,1,0.0
1,2025-02-03 14:48:12.743966,405,3.33002e-07,0.0035263873254687593,1.9269876095457704e-05,1.9269876095457704e-05,2.8904814143186556e-05,1.9269876095457704e-05,3.853975219091541e-05,1.9269876095457704e-05,2.8904814143186556e-05,0.004249007679048424,1.9269876095457704e-05,1.0554545245071771,0.09333625096084577,3.51468467569939e-07,1,0.31577793991916137
2,2025-02-03 14:48:16.275342,420,4.75744e-07,0.008209257356618913,2.4027094702299258e-05,1.6018063134866172e-05,1.6018063134866172e-05,1.6018063134866172e-05,3.2036126269732344e-05,1.6018063134866172e-05,2.4027094702299258e-05,0.006255053654165239,1.6018063134866172e-05,0.888754820206089,0.09333625096084577,4.228197731841256e-07,1,0.32747341917542666
3,2025-02-03 14:48:19.819662,435,5.81921e-07,0.002643568080092491,0.012443756929496147,1.4605348508798292e-05,1.4605348508798292e-05,1.4605348508798292e-05,2.9210697017596584e-05,1.4605348508798292e-05,1.4605348508798292e-05,0.009376633742648504,1.4605348508798292e-05,0.7968734099329555,0.09333625096084577,4.6371737158159544e-07,1,0.3391688984316918
4,2025-02-03 14:48:23.337873,450,7.4853e-07,2.015689235739732e-05,0.016820926672248066,0.00033258872389705583,1.007844617869866e-05,1.511766926804799e-05,1.007844617869866e-05,1.007844617869866e-05,1.007844617869866e-05,0.009015170106845953,1.007844617869866e-05,0.8977646445372287,0.09333625096084577,6.720037693754518e-07,1,0.3508643776879571
5,2025-02-03 14:48:26.851530,465,8.93921e-07,1.389473741424206e-05,0.0070770529229872885,0.012889684741278551,9.263158276161374e-06,1.389473741424206e-05,1.8526316552322747e-05,9.263158276161374e-06,1.389473741424206e-05,0.0114863162624401,1.389473741424206e-05,0.8179129141981855,0.09333625096084577,7.311495301729562e-07,1,0.3625598569442223
6,2025-02-03 14:48:30.399703,480,1.03645e-06,1.5464854731314507e-05,1.1598641048485878e-05,0.02240084207830906,1.5464854731314507e-05,7.732427365657253e-06,1.5464854731314507e-05,1.1598641048485878e-05,1.1598641048485878e-05,0.011745557168433368,1.1598641048485878e-05,0.8450863461311687,0.09333625096084577,8.758897434476498e-07,1,0.3742553362004875
7,2025-02-03 14:48:33.905504,495,1.0701e-06,9.581861234233086e-06,6.387907489488723e-06,0.01762743071724413,0.0068158972912844675,6.387907489488723e-06,1.2775814978977445e-05,9.581861234233086e-06,9.581861234233086e-06,0.013347532699286688,9.581861234233086e-06,0.9907915817298898,0.09333625096084577,1.060246071609155e-06,1,0.38595081545675275
8,2025-02-03 14:48:37.431355,510,1.29548e-06,1.2246232261618129e-05,6.123116130809064e-06,0.003557530472000067,0.02539256259446519,1.2246232261618129e-05,1.2246232261618129e-05,9.184674196213597e-06,9.184674196213597e-06,0.014634247552633666,9.184674196213597e-06,0.8538116593234863,0.09333625096084577,1.10609592842039e-06,1,0.39764629471301804
9,2025-02-03 14:48:40.965458,525,1.38191e-06,1.0460722874630251e-05,5.230361437315126e-06,7.845542155972687e-06,0.027624153931179833,0.0038077031263654107,1.0460722874630251e-05,6.537951796643907e-05,7.845542155972687e-06,0.015029443590125013,7.845542155972687e-06,0.9370307199587392,0.09333625096084577,1.2948921222181812e-06,1,0.4093417739692832
