index,time,wavelength,power,f1,f2,f3,f4,f5,f6,f7,f8,clear,nir,ratio,I_dut,P_dut,cycle,PAR
0,2025-02-19 12:30:49.110001,390,1.08684e-06,8.103882313784405e-06,1.2155823470676606e-05,1.2155823470676606e-05,1.2155823470676606e-05,8.103882313784405e-06,8.103882313784405e-06,8.103882313784405e-06,1.2155823470676606e-05,4.0519411568922026e-05,8.103882313784405e-06,0.7752099910635942,0.09484574243634852,8.425292266875567e-07,1,0.0
1,2025-02-19 12:30:53.158714,405,3.16337e-07,0.004130855016100267,2.0449777307427063e-05,2.0449777307427063e-05,3.0674665961140595e-05,2.0449777307427063e-05,2.0449777307427063e-05,2.0449777307427063e-05,3.0674665961140595e-05,0.003374213255725465,2.0449777307427063e-05,1.0554545245071771,0.09484574243634852,3.338793179190269e-07,1,0.3208848957220011
2,2025-02-19 12:30:56.635929,420,4.72867e-07,0.006425450945643525,2.4369599035310464e-05,2.4369599035310464e-05,2.4369599035310464e-05,1.6246399356873644e-05,1.6246399356873644e-05,2.4369599035310464e-05,1.6246399356873644e-05,0.005020137401273956,1.6246399356873644e-05,0.888754820206089,0.09484574243634852,4.202628255663927e-07,1,0.3327695214894825
3,2025-02-19 12:31:00.072017,435,5.9366e-07,0.00032473828702043274,0.008739068124038758,2.1649219134695516e-05,2.1649219134695516e-05,1.4432812756463676e-05,2.8865625512927352e-05,2.1649219134695516e-05,2.1649219134695516e-05,0.007512279039739343,1.4432812756463676e-05,0.7968734099329555,0.09484574243634852,4.7307186854079834e-07,1,0.344654147256964
4,2025-02-19 12:31:03.556426,450,7.78563e-07,9.768364165262094e-06,0.012996808521881214,9.27994595699899e-05,1.465254624789314e-05,9.768364165262094e-06,1.9536728330524188e-05,1.465254624789314e-05,1.465254624789314e-05,0.007033222198988708,9.768364165262094e-06,0.8977646445372287,0.09484574243634852,6.989663349448384e-07,1,0.35653877302444564
5,2025-02-19 12:31:07.067980,465,9.11886e-07,9.154412692856655e-06,0.007167905138506761,0.009570938470381632,1.3731619039284981e-05,9.154412692856655e-06,9.154412692856655e-06,1.3731619039284981e-05,1.3731619039284981e-05,0.009255111232478078,9.154412692856655e-06,0.8179129141981855,0.09484574243634852,7.458433356765266e-07,1,0.3684233987919271
6,2025-02-19 12:31:10.534625,480,1.02209e-06,1.580949043309451e-05,1.1857117824820884e-05,0.017872628934613343,0.000509856066467298,1.1857117824820884e-05,7.904745216547255e-06,1.1857117824820884e-05,1.1857117824820884e-05,0.009813741186343417,7.904745216547255e-06,0.8450863461311687,0.09484574243634852,8.637543035172063e-07,1,0.38030802455940865
7,2025-02-19 12:31:14.037339,495,1.11085e-06,1.2407102467620972e-05,9.30532685071573e-06,0.013657118041233787,0.008700480605419208,6.203551233810486e-06,6.203551233810486e-06,9.30532685071573e-06,9.30532685071573e-06,0.010626683263517364,9.30532685071573e-06,0.9907915817298898,0.09484574243634852,1.1006208285646479e-06,1,0.39219265032689016
8,2025-02-19 12:31:17.548521,510,1.31564e-06,6.078255482729306e-06,9.117383224093959e-06,0.002950993036865078,0.023310109776266887,9.117383224093959e-06,6.078255482729306e-06,9.117383224093959e-06,9.117383224093959e-06,0.011879950340994429,6.078255482729306e-06,0.8538116593234863,0.09484574243634852,1.1233087714723516e-06,1,0.40407727609437166
9,2025-02-19 12:31:21.045291,525,1.41144e-06,7.743781839559513e-06,7.743781839559513e-06,1.0325042452746017e-05,0.020941767354782113,0.003252388372614996,5.1625212263730086e-06,7.743781839559513e-06,7.743781839559513e-06,0.01211127479707108,7.743781839559513e-06,0.9370307199587392,0.09484574243634852,1.322562639378563e-06,1,0.4159619018618532
