wavelength,index,power,f1,f2,f3,f4,f5,f6,f7,f8,clear,nir,ratio,I_dut,P_dut,cycle,PAR
390,474.0,7.363146e-07,2.4988776471686232e-05,1.7895955456571406e-05,1.9023457986162433e-05,1.912584550079737e-05,2.386127394209521e-05,2.386127394209521e-05,1.7895955456571406e-05,1.9110377740311773e-05,0.0001397537203102099,2.2595676936097275e-05,0.7752099910635942,0.09404016394634056,5.70798434485994e-07,3.0,0.0
393,522.0,8.521596000000001e-07,2.2973902165278777e-05,1.642585888039902e-05,1.8571840473121508e-05,1.642585888039902e-05,1.9680836482852732e-05,2.190114517386536e-05,1.7498615871812432e-05,1.642585888039902e-05,0.0004812821467714893,2.0827920572556284e-05,0.7289182789378068,0.09404016394634056,6.2115470901233e-07,3.0,0.0
396,570.0,9.41787e-07,1.8164908216204846e-05,1.3623681162153634e-05,1.454173381294441e-05,1.4485151515323796e-05,1.7214084742227438e-05,1.8164908216204846e-05,1.3623681162153634e-05,1.5439634856189143e-05,0.0007397446238746333,1.8164908216204846e-05,0.7960054104730779,0.09404016394634056,7.496675475132086e-07,3.0,0.0
399,617.0,7.350879999999999e-07,0.00038650289108456095,1.7106615811433475e-05,2.0123051157151788e-05,1.9079282871658793e-05,1.912913831242115e-05,2.0123051157151788e-05,1.608620121259448e-05,1.7057398464966537e-05,0.0012707528615227496,1.9079282871658793e-05,0.9196085819610949,0.09404016394634056,6.759932332966174e-07,3.0,0.0
402,664.0,3.2151139999999997e-07,0.0019630296641604287,3.671102564880892e-05,3.668365098023782e-05,3.462880996682392e-05,4.0637820773956976e-05,4.0637820773956976e-05,3.244208691688626e-05,3.864737231665635e-05,0.00259645382830759,3.855560509197197e-05,1.041647625976034,0.09404016394634056,3.349015865342311e-07,3.0,0.3158027023783351
405,475.0,3.3096e-07,0.003757637379602502,3.128584003080692e-05,3.128584003080692e-05,3.3163717876288587e-05,3.712521033261469e-05,3.8991001587201575e-05,3.112021487125904e-05,3.298600612584592e-05,0.003306625939816759,3.711312374171991e-05,1.0554545245071771,0.09404016394634056,3.4931322943089536e-07,3.0,0.31815943896324805
408,523.0,3.571902e-07,0.005605021712199223,3.2023886296669575e-05,3.201699360190983e-05,3.6046818479653106e-05,3.992619167308762e-05,3.992619167308762e-05,3.409623614376368e-05,3.7980929988539166e-05,0.0040564000915815565,3.992619167308762e-05,0.9538893221594205,0.09404016394634056,3.4071991775998783e-07,3.0,0.32051617554816103
411,571.0,3.9837420000000003e-07,0.006957886235086053,3.685554544920193e-05,3.6846421644229486e-05,3.2726287297966136e-05,4.096123462110581e-05,4.096123462110581e-05,3.680676656723119e-05,3.680676656723119e-05,0.00462623865585868,3.895587328896903e-05,0.8331371183201226,0.09404016394634056,3.319003330010842e-07,3.0,0.32287291213307395
414,618.0,4.3741e-07,0.007463882979173245,3.020090756433915e-05,3.219358509663482e-05,3.425622883430447e-05,4.02678767524522e-05,4.02678767524522e-05,3.421507930767745e-05,3.219358509663482e-05,0.004952931782349769,3.822824374362434e-05,0.7716337003239455,0.09404016394634056,3.37520296858697e-07,3.0,0.32522964871798693
417,665.0,4.5588619999999997e-07,0.007455027514101846,3.778380142122087e-05,3.216731754866532e-05,3.0299038377020687e-05,3.778380142122087e-05,3.9674165950362176e-05,3.395433493847121e-05,3.206397040932991e-05,0.0052066226291436635,3.5822614110115845e-05,0.7892762455614135,0.09404016394634056,3.598201483392597e-07,3.0,0.32758638530289985
420,476.0,4.621584e-07,0.00687801234444455,3.310484604069727e-05,2.820083346143558e-05,2.4828634530522957e-05,3.310484604069727e-05,3.310484604069727e-05,2.9789493699334407e-05,2.981436881087134e-05,0.005315126363239867,3.310484604069727e-05,0.888754820206089,0.09404016394634056,4.107455056987338e-07,3.0,0.3299431218878128
423,524.0,4.6427500000000005e-07,0.006027746200121785,3.5440379085851454e-05,2.407971810133155e-05,2.4169969473461052e-05,2.8352303268681163e-05,2.8352303268681163e-05,2.403211469506427e-05,2.408197118637557e-05,0.0054067010003885155,2.407971810133155e-05,1.0329998711374022,0.09404016394634056,4.795960151723174e-07,3.0,0.33229985847272575
426,572.0,4.76782e-07,0.005037642496301242,0.0011746664535458745,2.04016137900357e-05,1.908670535993955e-05,2.4161666729152378e-05,2.675433135525465e-05,2.04016137900357e-05,2.4205958381083352e-05,0.005694231930007139,2.4205958381083352e-05,1.120601773906544,0.09404016394634056,5.342827549667098e-07,3.0,0.33465659505763873
429,619.0,5.155156e-07,0.00383029805505507,0.0029638684014228686,2.2232336410488327e-05,2.2232336410488327e-05,2.471893571610429e-05,2.471893571610429e-05,2.471893571610429e-05,2.471893571610429e-05,0.006200829320147393,2.471893571610429e-05,1.0664531264756,0.09404016394634056,5.497732233669448e-07,3.0,0.33701333164255165
432,666.0,5.508862e-07,0.002403506779479126,0.00579609551653,2.5306375205629446e-05,2.4011138226941765e-05,2.5355984024937875e-05,2.807586314183693e-05,2.6691119173733184e-05,2.4053429881913634e-05,0.007156040090889314,2.5355984024937875e-05,0.9246276597481279,0.09404016394634056,5.093646178935391e-07,3.0,0.33937006822746457
